javafx2.editor,CDDL-GPL-2-CP
javafx2.kit,CDDL-GPL-2-CP
javafx2.platform,CDDL-GPL-2-CP
javafx2.project,CDDL-GPL-2-CP
javafx2.samples,CDDL-GPL-2-CP
javafx2.scenebuilder,CDDL-GPL-2-CP
javahelp,CDDL-GPL-2-CP
javahelp, GPL-2-CP
javascript.bower,CDDL-GPL-2-CP
javascript.cdnjs,CDDL-GPL-2-CP
javascript.editing,CDDL-GPL-2-CP
javascript.grunt,CDDL-GPL-2-CP
javascript.gulp,CDDL-GPL-2-CP
javascript.hints,CDDL-GPL-2-CP
javascript.jstestdriver,CDDL-GPL-2-CP
javascript.karma,CDDL-GPL-2-CP
javascript.kit,CDDL-GPL-2-CP
javascript.nodejs,CDDL-GPL-2-CP
javascript.refactoring,CDDL-GPL-2-CP
javascript.v8debug,CDDL-GPL-2-CP
javascript.v8debug.ui,CDDL-GPL-2-CP
javascript2.debug,CDDL-GPL-2-CP
javascript2.debug.ui,CDDL-GPL-2-CP
javascript2.doc,CDDL-GPL-2-CP
javascript2.editor,CDDL-GPL-2-CP
javascript2.editor, BSD-ecmascript
javascript2.editor, W3C (the original at http://www.w3.org/TR/#tr_DOM)
javascript2.editor,
javascript2.extdoc,CDDL-GPL-2-CP
javascript2.extjs,CDDL-GPL-2-CP
javascript2.jade,CDDL-GPL-2-CP
javascript2.jquery,CDDL-GPL-2-CP
javascript2.jquery, MIT-jquery
javascript2.jsdoc,CDDL-GPL-2-CP
javascript2.json,CDDL-GPL-2-CP
javascript2.kit,CDDL-GPL-2-CP
javascript2.knockout,CDDL-GPL-2-CP
javascript2.lexer,CDDL-GPL-2-CP
javascript2.model,CDDL-GPL-2-CP
javascript2.nodejs,CDDL-GPL-2-CP
javascript2.prototypejs,CDDL-GPL-2-CP
javascript2.react,CDDL-GPL-2-CP
javascript2.requirejs,CDDL-GPL-2-CP
javascript2.sdoc,CDDL-GPL-2-CP
javascript2.source.query,CDDL-GPL-2-CP
javascript2.types,CDDL-GPL-2-CP
javawebstart,CDDL-GPL-2-CP
javax.servlet,CDDL-GPL-2-CP
javax.servlet, Apache-2.0
javax.wsdl,CDDL-GPL-2-CP
javax.wsdl,CPL-1
javax.wsdl, CPL
javax.xml.rpc,CDDL-GPL-2-CP
javax.xml.rpc, CDDL-GPL-2-CP
javax.xml.soap,CDDL-GPL-2-CP
javax.xml.soap, CDDL-GPL-2-CP
jconsole,CDDL-GPL-2-CP
jellytools,CDDL-GPL-2-CP
jellytools.cnd,CDDL-GPL-2-CP
jellytools.enterprise,CDDL-GPL-2-CP
jellytools.ide,CDDL-GPL-2-CP
jellytools.java,CDDL-GPL-2-CP
jellytools.platform,CDDL-GPL-2-CP
jemmy,CDDL-GPL-2-CP
jira,CDDL-GPL-2-CP
jira.rest,CDDL-GPL-2-CP
jira.xmlrpc,CDDL-GPL-2-CP
jmx,CDDL-GPL-2-CP
jmx.common,CDDL-GPL-2-CP
jsp.lexer,CDDL-GPL-2-CP
jumpto,CDDL-GPL-2-CP
junit,CDDL-GPL-2-CP
junit.ant,CDDL-GPL-2-CP
junit.ant.ui,CDDL-GPL-2-CP
junit.ui,CDDL-GPL-2-CP
junitlib,CDDL-GPL-2-CP
junitlib,CPL-1
junitlib, CPL-1.0
junitlib, EPL-v10
kenai,CDDL-GPL-2-CP
kenai.kit,CDDL-GPL-2-CP
kenai.maven,CDDL-GPL-2-CP
kenai.ui,CDDL-GPL-2-CP
keyring,CDDL-GPL-2-CP
keyring.fallback,CDDL-GPL-2-CP
keyring.impl,CDDL-GPL-2-CP
keyring.jps,CDDL-GPL-2-CP
ko4j.debugging,CDDL-GPL-2-CP
languages,CDDL-GPL-2-CP
languages.apacheconf,CDDL-GPL-2-CP
languages.diff,CDDL-GPL-2-CP
languages.ini,CDDL-GPL-2-CP
languages.manifest,CDDL-GPL-2-CP
languages.neon,CDDL-GPL-2-CP
languages.refactoring,CDDL-GPL-2-CP
languages.yaml,CDDL-GPL-2-CP
lexer,CDDL-GPL-2-CP
lexer.nbbridge,CDDL-GPL-2-CP
lib.cvsclient,CDDL-GPL-2-CP
lib.nbjavac,CDDL-GPL-2-CP
lib.profiler,CDDL-GPL-2-CP
lib.profiler.charts,CDDL-GPL-2-CP
lib.profiler.common,CDDL-GPL-2-CP
lib.profiler.ui,CDDL-GPL-2-CP
lib.terminalemulator,CDDL-GPL-2-CP
